age,default,housing,loan,duration,campaign,pdays,previous,emp_var_rate,euribor3m,nr_employed
48,0.0,1.0,0.0,122,5,999,0,1.4,496.0,52281.0
26,0.0,1.0,0.0,159,2,999,0,1.4,496.0,52281.0
38,0.0,1.0,0.0,79,2,999,0,1.4,496.0,52281.0
35,0.0,1.0,0.0,261,5,999,0,1.4,496.0,52281.0
47,,1.0,1.0,140,4,999,0,1.4,496.0,52281.0
48,0.0,,,360,3,999,0,1.4,496.0,52281.0
46,,0.0,0.0,500,5,999,0,1.4,496.0,52281.0
44,0.0,1.0,1.0,234,1,999,0,1.4,496.0,52281.0
34,0.0,0.0,1.0,146,4,999,0,1.4,496.0,52281.0
36,0.0,0.0,0.0,407,1,999,0,1.4,,52281.0
34,0.0,0.0,0.0,416,4,999,0,1.4,496.0,52281.0
37,0.0,0.0,0.0,756,3,999,0,1.4,,52281.0
44,,0.0,1.0,122,2,999,0,1.4,,52281.0
38,,1.0,0.0,339,2,999,0,1.4,496.0,52281.0
38,0.0,0.0,0.0,500,1,999,0,1.4,496.0,52281.0
48,0.0,0.0,0.0,352,2,999,0,1.4,496.0,52281.0
40,,1.0,0.0,16,34,999,0,1.4,496.0,52281.0
42,,1.0,0.0,288,3,999,0,1.4,,52281.0
37,0.0,1.0,0.0,164,3,999,0,1.4,496.0,52281.0
42,0.0,1.0,0.0,100,2,999,0,1.4,496.0,52281.0
24,0.0,1.0,0.0,245,5,999,0,1.4,496.0,52281.0
36,0.0,0.0,0.0,95,2,999,0,1.4,496.0,52281.0
41,,1.0,0.0,285,1,999,0,1.4,,52281.0
38,0.0,1.0,0.0,88,1,999,0,1.4,,52281.0
50,0.0,1.0,0.0,78,1,999,0,1.4,496.0,52281.0
25,0.0,0.0,0.0,422,2,999,0,1.4,496.0,52281.0
42,,1.0,0.0,719,2,999,0,1.4,496.0,52281.0
40,0.0,1.0,0.0,167,3,999,0,1.4,496.0,52281.0
53,0.0,0.0,0.0,336,3,999,0,1.4,496.0,52281.0
55,,0.0,0.0,89,13,999,0,1.4,496.0,52281.0
30,0.0,0.0,0.0,112,10,999,0,1.4,496.0,52281.0
38,,0.0,0.0,208,2,999,0,1.4,496.0,52281.0
38,0.0,0.0,0.0,221,2,999,0,1.4,496.0,52281.0
31,0.0,0.0,0.0,624,5,999,0,1.4,496.0,52281.0
25,,0.0,0.0,252,1,999,0,1.4,496.0,52281.0
60,,0.0,0.0,230,1,999,0,1.4,496.0,52281.0
28,,0.0,0.0,482,3,999,0,1.4,496.0,52281.0
35,0.0,1.0,0.0,564,1,999,0,1.4,496.0,52281.0
44,0.0,1.0,0.0,53,1,999,0,1.4,,52281.0
30,0.0,1.0,0.0,279,11,999,0,1.4,,52281.0
44,0.0,1.0,0.0,136,1,999,0,1.4,496.0,52281.0
44,0.0,1.0,0.0,242,1,999,0,1.4,496.0,52281.0
38,0.0,1.0,0.0,185,1,999,0,1.4,,52281.0
38,0.0,1.0,0.0,9,17,999,0,1.4,496.0,52281.0
41,0.0,0.0,1.0,205,4,999,0,1.4,496.0,52281.0
31,0.0,0.0,0.0,131,3,999,0,1.4,496.0,52281.0
31,0.0,0.0,1.0,15,11,999,0,1.4,,52281.0
26,0.0,0.0,0.0,192,1,999,0,1.4,496.0,52281.0
44,0.0,1.0,1.0,118,1,999,0,1.4,496.0,52281.0
33,0.0,0.0,0.0,219,1,999,0,1.4,496.0,52281.0
48,,1.0,0.0,214,1,999,0,1.4,496.0,52281.0
52,,0.0,0.0,188,1,999,0,1.4,4962.0,52281.0
52,,0.0,0.0,262,1,999,0,1.4,,52281.0
49,,1.0,0.0,226,1,999,0,1.4,4962.0,52281.0
57,,1.0,0.0,290,1,999,0,1.4,,52281.0
31,0.0,1.0,0.0,342,1,999,0,1.4,,52281.0
25,0.0,1.0,0.0,140,1,999,0,1.4,4962.0,52281.0
25,0.0,0.0,0.0,161,1,999,0,1.4,4962.0,52281.0
25,0.0,0.0,0.0,259,1,999,0,1.4,4962.0,52281.0
55,,1.0,1.0,47,7,999,0,1.4,4962.0,52281.0
50,,1.0,1.0,163,1,999,0,1.4,4962.0,52281.0
32,0.0,0.0,0.0,491,1,999,0,1.4,4962.0,52281.0
32,0.0,0.0,0.0,220,1,999,0,1.4,4962.0,52281.0
52,,1.0,0.0,104,2,999,0,1.4,4962.0,52281.0
46,,1.0,0.0,54,3,999,0,1.4,4962.0,52281.0
56,0.0,0.0,0.0,141,1,999,0,1.4,4962.0,52281.0
26,0.0,1.0,0.0,109,1,999,0,1.4,,52281.0
29,0.0,1.0,0.0,259,1,999,0,1.4,4962.0,52281.0
34,0.0,1.0,0.0,183,1,999,0,1.4,4962.0,52281.0
30,0.0,1.0,0.0,24,26,999,0,1.4,4962.0,52281.0
34,0.0,1.0,0.0,216,1,999,0,1.4,,52281.0
30,0.0,1.0,0.0,58,2,999,0,1.4,,52281.0
31,0.0,0.0,0.0,123,1,999,0,1.4,4962.0,52281.0
38,0.0,1.0,0.0,146,1,999,0,1.4,4962.0,52281.0
33,,1.0,0.0,362,1,999,0,1.4,4962.0,52281.0
31,,1.0,0.0,124,1,999,0,1.4,,52281.0
48,0.0,1.0,1.0,191,1,999,0,1.4,4962.0,52281.0
27,,0.0,0.0,509,4,999,0,1.4,4962.0,52281.0
38,,1.0,0.0,431,1,999,0,1.4,4962.0,52281.0
56,,0.0,0.0,160,1,999,0,1.4,,52281.0
38,0.0,1.0,0.0,175,1,999,0,1.4,4962.0,52281.0
48,,1.0,0.0,178,1,999,0,1.4,,52281.0
33,,1.0,0.0,186,1,999,0,1.4,4962.0,52281.0
38,0.0,1.0,0.0,395,1,999,0,1.4,4962.0,52281.0
60,,1.0,0.0,143,1,999,0,1.4,4962.0,52281.0
35,,1.0,0.0,740,1,999,0,1.4,,52281.0
56,,0.0,0.0,534,1,999,0,1.4,4962.0,52281.0
60,,0.0,0.0,201,1,999,0,1.4,,52281.0
60,,0.0,0.0,320,1,999,0,1.4,4962.0,52281.0
40,0.0,1.0,0.0,144,1,999,0,1.4,,52281.0
57,0.0,1.0,0.0,425,1,999,0,1.4,4962.0,52281.0
32,0.0,1.0,0.0,59,1,999,0,1.4,4962.0,52281.0
29,0.0,0.0,0.0,208,5,999,0,1.4,4962.0,52281.0
31,0.0,1.0,0.0,85,4,999,0,1.4,4962.0,52281.0
38,0.0,0.0,0.0,290,1,999,0,1.4,,52281.0
55,,0.0,0.0,31,3,999,0,1.4,4962.0,52281.0
38,0.0,0.0,0.0,393,1,999,0,1.4,,52281.0
34,0.0,0.0,1.0,82,1,999,0,1.4,4962.0,52281.0
32,0.0,1.0,0.0,523,3,999,0,1.4,4962.0,52281.0
32,,0.0,0.0,136,2,999,0,1.4,4962.0,52281.0
38,,0.0,0.0,203,1,999,0,1.4,4962.0,52281.0
26,0.0,1.0,1.0,144,4,999,0,1.4,4962.0,52281.0
43,0.0,1.0,1.0,152,1,999,0,1.4,4962.0,52281.0
34,0.0,0.0,1.0,119,2,999,0,1.4,4962.0,52281.0
39,0.0,1.0,0.0,732,1,999,0,1.4,4962.0,52281.0
43,0.0,0.0,0.0,136,1,999,0,1.4,,52281.0
38,,0.0,0.0,733,1,999,0,1.4,4962.0,52281.0
33,0.0,1.0,0.0,85,1,999,0,1.4,,52281.0
43,0.0,0.0,0.0,524,1,999,0,1.4,4962.0,52281.0
43,0.0,1.0,1.0,377,1,999,0,1.4,4962.0,52281.0
33,0.0,1.0,0.0,286,1,999,0,1.4,4962.0,52281.0
38,,1.0,0.0,304,1,999,0,1.4,4962.0,52281.0
26,,0.0,0.0,106,1,999,0,1.4,4962.0,52281.0
24,0.0,0.0,0.0,42,1,999,0,1.4,4962.0,52281.0
32,0.0,0.0,0.0,711,1,999,0,1.4,,52281.0
48,,1.0,0.0,97,4,999,0,1.4,4962.0,52281.0
38,0.0,1.0,0.0,288,1,999,0,1.4,4962.0,52281.0
26,,0.0,0.0,99,1,999,0,1.4,4962.0,52281.0
38,0.0,1.0,0.0,238,3,999,0,1.4,,52281.0
35,0.0,0.0,0.0,136,1,999,0,1.4,4962.0,52281.0
33,0.0,1.0,1.0,367,1,999,0,1.4,,52281.0
39,,1.0,0.0,188,1,999,0,1.4,,52281.0
33,0.0,1.0,0.0,531,1,999,0,1.4,,52281.0
43,0.0,0.0,0.0,217,1,999,0,1.4,4962.0,52281.0
53,,1.0,0.0,256,1,999,0,1.4,4962.0,52281.0
39,,0.0,0.0,634,1,999,0,1.4,4962.0,52281.0
26,,1.0,0.0,124,1,999,0,1.4,4962.0,52281.0
26,0.0,0.0,0.0,260,1,999,0,1.4,4962.0,52281.0
25,0.0,0.0,0.0,460,3,999,0,1.4,,52281.0
38,,0.0,1.0,133,2,999,0,1.4,4962.0,52281.0
38,,0.0,0.0,166,1,999,0,1.4,4962.0,52281.0
36,0.0,1.0,0.0,1046,2,999,0,1.4,4962.0,52281.0
48,,0.0,0.0,143,3,999,0,1.4,4962.0,52281.0
48,0.0,0.0,0.0,116,1,999,0,1.4,4962.0,52281.0
43,,1.0,0.0,265,1,999,0,1.4,4962.0,52281.0
33,0.0,0.0,0.0,176,1,999,0,1.4,4962.0,52281.0
33,0.0,1.0,1.0,130,1,999,0,1.4,4962.0,52281.0
33,0.0,0.0,0.0,130,1,999,0,1.4,4962.0,52281.0
38,0.0,,,96,2,999,0,1.4,4962.0,52281.0
33,0.0,0.0,0.0,272,1,999,0,1.4,4962.0,52281.0
26,,0.0,0.0,90,1,999,0,1.4,4962.0,52281.0
49,0.0,1.0,0.0,71,1,999,0,1.4,4962.0,52281.0
48,0.0,0.0,0.0,705,1,999,0,1.4,4962.0,52281.0
47,,0.0,1.0,106,1,999,0,1.4,4962.0,52281.0
28,0.0,1.0,0.0,185,2,999,0,1.4,,52281.0
35,0.0,1.0,0.0,992,2,999,0,1.4,4962.0,52281.0
47,,0.0,0.0,455,1,999,0,1.4,4962.0,52281.0
41,0.0,0.0,0.0,253,1,999,0,1.4,,52281.0
52,,1.0,0.0,187,2,999,0,1.4,4962.0,52281.0
48,0.0,0.0,0.0,154,1,999,0,1.4,4962.0,52281.0
26,,1.0,0.0,114,1,999,0,1.4,,52281.0
26,0.0,1.0,0.0,154,1,999,0,1.4,,52281.0
26,0.0,1.0,0.0,201,1,999,0,1.4,,52281.0
28,0.0,0.0,0.0,574,2,999,0,1.4,4962.0,52281.0
59,,,,202,2,999,0,1.4,4962.0,52281.0
27,0.0,0.0,0.0,46,1,999,0,1.4,,52281.0
52,,1.0,1.0,401,2,999,0,1.4,4962.0,52281.0
24,,0.0,0.0,86,1,999,0,1.4,4962.0,52281.0
28,0.0,1.0,0.0,191,1,999,0,1.4,4962.0,52281.0
41,0.0,0.0,0.0,362,1,999,0,1.4,4962.0,52281.0
43,0.0,1.0,0.0,287,1,999,0,1.4,4962.0,52281.0
43,,1.0,1.0,92,2,999,0,1.4,4962.0,52281.0
29,0.0,0.0,0.0,574,2,999,0,1.4,4962.0,52281.0
43,0.0,1.0,0.0,220,2,999,0,1.4,4962.0,52281.0
29,0.0,0.0,0.0,249,3,999,0,1.4,,52281.0
43,0.0,0.0,0.0,120,1,999,0,1.4,4962.0,52281.0
26,0.0,1.0,0.0,113,1,999,0,1.4,,52281.0
26,0.0,1.0,0.0,359,1,999,0,1.4,4962.0,52281.0
30,0.0,1.0,0.0,443,1,999,0,1.4,4962.0,52281.0
38,0.0,0.0,0.0,402,1,999,0,1.4,4962.0,52281.0
38,0.0,0.0,0.0,165,1,999,0,1.4,,52281.0
42,,0.0,0.0,71,1,999,0,1.4,4962.0,52281.0
42,,0.0,0.0,190,1,999,0,1.4,4962.0,52281.0
56,0.0,0.0,0.0,143,1,999,0,1.4,4962.0,52281.0
30,0.0,0.0,0.0,186,2,999,0,1.4,4962.0,52281.0
57,,1.0,0.0,325,1,999,0,1.4,4962.0,52281.0
25,0.0,0.0,0.0,1767,2,999,0,1.4,4962.0,52281.0
34,0.0,0.0,0.0,145,2,999,0,1.4,4962.0,52281.0
30,0.0,0.0,0.0,125,1,999,0,1.4,4962.0,52281.0
30,0.0,0.0,0.0,156,1,999,0,1.4,4962.0,52281.0
46,0.0,0.0,0.0,630,2,999,0,1.4,4962.0,52281.0
30,0.0,0.0,0.0,116,1,999,0,1.4,4962.0,52281.0
38,0.0,1.0,0.0,188,1,999,0,1.4,4962.0,52281.0
47,0.0,1.0,0.0,199,1,999,0,1.4,,52281.0
35,0.0,0.0,0.0,545,3,999,0,1.4,4962.0,52281.0
29,0.0,1.0,0.0,681,1,999,0,1.4,4962.0,52281.0
38,,0.0,1.0,489,1,999,0,1.4,4962.0,52281.0
42,0.0,1.0,1.0,156,1,999,0,1.4,4962.0,52281.0
27,0.0,1.0,0.0,483,2,999,0,1.4,4962.0,52281.0
37,0.0,1.0,0.0,165,1,999,0,1.4,4962.0,52281.0
37,0.0,0.0,0.0,197,2,999,0,1.4,4962.0,52281.0
28,0.0,0.0,0.0,245,1,999,0,1.4,,52281.0
34,0.0,1.0,1.0,113,1,999,0,1.4,4962.0,52281.0
34,0.0,0.0,0.0,173,1,999,0,1.4,4962.0,52281.0
28,0.0,0.0,0.0,214,1,999,0,1.4,,52281.0
34,0.0,0.0,1.0,1082,1,999,0,1.4,4962.0,52281.0
30,0.0,1.0,0.0,206,1,999,0,1.4,4962.0,52281.0
42,0.0,0.0,0.0,730,1,999,0,1.4,4962.0,52281.0
33,0.0,1.0,0.0,143,2,999,0,1.4,,52281.0
29,0.0,0.0,0.0,125,2,999,0,1.4,,52281.0
30,0.0,0.0,0.0,259,1,999,0,1.4,4962.0,52281.0
30,0.0,1.0,0.0,154,1,999,0,1.4,4962.0,52281.0
44,,1.0,1.0,70,2,999,0,1.4,4962.0,52281.0
42,,0.0,0.0,211,2,999,0,1.4,4962.0,52281.0
30,0.0,0.0,0.0,163,1,999,0,1.4,4962.0,52281.0
31,0.0,1.0,0.0,123,4,999,0,1.4,4962.0,52281.0
36,0.0,1.0,0.0,716,5,999,0,1.4,4962.0,52281.0
39,0.0,0.0,0.0,297,1,999,0,1.4,4962.0,52281.0
40,0.0,1.0,0.0,86,2,999,0,1.4,4962.0,52281.0
40,0.0,0.0,0.0,122,2,999,0,1.4,4962.0,52281.0
34,0.0,0.0,0.0,116,2,999,0,1.4,4962.0,52281.0
38,,0.0,0.0,250,2,999,0,1.4,4962.0,52281.0
37,0.0,0.0,0.0,338,3,999,0,1.4,4962.0,52281.0
32,0.0,0.0,0.0,212,1,999,0,1.4,,52281.0
25,0.0,0.0,1.0,586,2,999,0,1.4,4962.0,52281.0
26,,0.0,0.0,77,2,999,0,1.4,4962.0,52281.0
28,0.0,0.0,0.0,413,1,999,0,1.4,4962.0,52281.0
43,,0.0,0.0,97,6,999,0,1.4,,52281.0
31,0.0,,,135,1,999,0,1.4,4962.0,52281.0
34,,0.0,0.0,361,1,999,0,1.4,4962.0,52281.0
29,0.0,0.0,1.0,293,1,999,0,1.4,4962.0,52281.0
34,0.0,1.0,1.0,528,2,999,0,1.4,4962.0,52281.0
23,0.0,0.0,0.0,220,1,999,0,1.4,,52281.0
27,0.0,0.0,0.0,803,2,999,0,1.4,4962.0,52281.0
54,,1.0,0.0,141,1,999,0,1.4,4962.0,52281.0
54,,1.0,0.0,188,1,999,0,1.4,,52281.0
49,0.0,1.0,0.0,604,1,999,0,1.4,4962.0,52281.0
34,0.0,0.0,0.0,159,2,999,0,1.4,4962.0,52281.0
54,,1.0,0.0,498,1,999,0,1.4,4962.0,52281.0
40,0.0,1.0,0.0,220,4,999,0,1.4,4962.0,52281.0
20,0.0,0.0,1.0,285,1,999,0,1.4,4962.0,52281.0
30,,1.0,0.0,231,1,999,0,1.4,4962.0,52281.0
30,,0.0,0.0,305,1,999,0,1.4,4962.0,52281.0
24,,1.0,0.0,154,2,999,0,1.4,4962.0,52281.0
37,0.0,0.0,0.0,96,1,999,0,1.4,4962.0,52281.0
36,,1.0,0.0,221,1,999,0,1.4,4962.0,52281.0
33,,1.0,0.0,83,2,999,0,1.4,,52281.0
32,,1.0,0.0,454,1,999,0,1.4,4962.0,52281.0
36,,1.0,1.0,353,1,999,0,1.4,,52281.0
38,0.0,0.0,1.0,215,2,999,0,1.4,4962.0,52281.0
33,0.0,1.0,0.0,163,1,999,0,1.4,4962.0,52281.0
27,0.0,1.0,0.0,121,1,999,0,1.4,4962.0,52281.0
27,0.0,0.0,0.0,185,1,999,0,1.4,,52281.0
27,0.0,0.0,0.0,297,1,999,0,1.4,4962.0,52281.0
38,0.0,1.0,0.0,266,1,999,0,1.4,4962.0,52281.0
27,0.0,0.0,0.0,491,1,999,0,1.4,4962.0,52281.0
29,0.0,1.0,0.0,303,1,999,0,1.4,4962.0,52281.0
34,0.0,1.0,0.0,112,1,999,0,1.4,4962.0,52281.0
38,,0.0,0.0,61,3,999,0,1.4,,52281.0
29,0.0,1.0,0.0,306,2,999,0,1.4,4962.0,52281.0
32,0.0,0.0,0.0,1027,1,999,0,1.4,4962.0,52281.0
27,0.0,0.0,0.0,831,1,999,0,1.4,4962.0,52281.0
26,,0.0,0.0,510,1,999,0,1.4,4962.0,52281.0
38,0.0,0.0,0.0,338,2,999,0,1.4,4962.0,52281.0
38,,,,107,2,999,0,1.4,4962.0,52281.0
25,0.0,1.0,1.0,138,1,999,0,1.4,4962.0,52281.0
37,0.0,1.0,1.0,210,2,999,0,1.4,,52281.0
38,0.0,0.0,0.0,58,1,999,0,1.4,4962.0,52281.0
31,0.0,1.0,0.0,305,2,999,0,1.4,4962.0,52281.0
37,,1.0,0.0,349,3,999,0,1.4,,52281.0
43,,0.0,0.0,312,2,999,0,1.4,4962.0,52281.0
23,0.0,1.0,0.0,283,1,999,0,1.4,4962.0,52281.0
28,,0.0,0.0,55,1,999,0,1.4,4962.0,52281.0
48,0.0,1.0,0.0,360,4,999,0,1.4,4962.0,52281.0
27,0.0,0.0,0.0,216,1,999,0,1.4,4962.0,52281.0
33,0.0,1.0,0.0,327,5,999,0,1.4,4962.0,52281.0
27,0.0,0.0,0.0,317,1,999,0,1.4,4962.0,52281.0
27,0.0,1.0,1.0,76,2,999,0,1.4,4962.0,52281.0
29,0.0,1.0,0.0,202,2,999,0,1.4,,52281.0
43,0.0,0.0,0.0,108,1,999,0,1.4,4962.0,52281.0
41,0.0,1.0,1.0,301,1,999,0,1.4,4962.0,52281.0
41,0.0,1.0,0.0,460,1,999,0,1.4,4962.0,52281.0
47,0.0,1.0,0.0,194,3,999,0,1.4,,52281.0
29,0.0,0.0,1.0,165,3,999,0,1.4,4962.0,52281.0
38,0.0,1.0,0.0,64,3,999,0,1.4,,52281.0
33,0.0,0.0,1.0,141,2,999,0,1.4,,52281.0
43,0.0,1.0,0.0,82,1,999,0,1.4,4962.0,52281.0
53,,1.0,0.0,84,3,999,0,1.4,4962.0,52281.0
41,0.0,0.0,0.0,89,1,999,0,1.4,4962.0,52281.0
26,0.0,1.0,0.0,136,1,999,0,1.4,,52281.0
41,0.0,1.0,0.0,158,1,999,0,1.4,4962.0,52281.0
41,0.0,0.0,1.0,161,1,999,0,1.4,4962.0,52281.0
52,0.0,0.0,0.0,203,1,999,0,1.4,,52281.0
43,0.0,1.0,1.0,54,2,999,0,1.4,4962.0,52281.0
55,,1.0,1.0,632,2,999,0,1.4,,52281.0
27,0.0,0.0,0.0,158,1,999,0,1.4,4962.0,52281.0
27,0.0,0.0,0.0,192,1,999,0,1.4,4962.0,52281.0
27,0.0,1.0,1.0,144,1,999,0,1.4,4962.0,52281.0
28,0.0,1.0,0.0,251,1,999,0,1.4,4962.0,52281.0
38,,,,319,4,999,0,1.4,,52281.0
50,0.0,1.0,1.0,635,1,999,0,1.4,4962.0,52281.0
35,0.0,0.0,0.0,584,2,999,0,1.4,4962.0,52281.0
38,0.0,1.0,0.0,157,8,999,0,1.4,4962.0,52281.0
49,,0.0,1.0,606,2,999,0,1.4,4962.0,52281.0
29,0.0,1.0,0.0,78,4,999,0,1.4,4962.0,52281.0
42,0.0,0.0,0.0,119,3,999,0,1.4,,52281.0
40,,,,192,2,999,0,1.4,4962.0,52281.0
28,0.0,1.0,1.0,214,1,999,0,1.4,4962.0,52281.0
57,,0.0,1.0,1720,4,999,0,1.4,4962.0,52281.0
30,0.0,1.0,0.0,355,1,999,0,1.4,4962.0,52281.0
38,0.0,1.0,1.0,452,3,999,0,1.4,4962.0,52281.0
34,0.0,1.0,0.0,819,3,999,0,1.4,4962.0,52281.0
30,0.0,0.0,0.0,623,2,999,0,1.4,4962.0,52281.0
29,0.0,0.0,0.0,294,2,999,0,1.4,4962.0,52281.0
33,0.0,1.0,1.0,63,3,999,0,1.4,,52281.0
28,0.0,1.0,0.0,280,2,999,0,1.4,4962.0,52281.0
27,0.0,0.0,1.0,518,2,999,0,1.4,4962.0,52281.0
49,0.0,1.0,0.0,336,4,999,0,1.4,4962.0,52281.0
38,,0.0,0.0,171,2,999,0,1.4,4962.0,52281.0
55,,1.0,0.0,326,6,999,0,1.4,4962.0,52281.0
41,,1.0,0.0,55,2,999,0,1.4,4962.0,52281.0
32,0.0,0.0,1.0,302,3,999,0,1.4,,52281.0
52,,0.0,0.0,323,2,999,0,1.4,,52281.0
38,0.0,0.0,0.0,346,2,999,0,1.4,,52281.0
35,0.0,0.0,0.0,291,2,999,0,1.4,4962.0,52281.0
25,0.0,1.0,1.0,426,3,999,0,1.4,4962.0,52281.0
31,0.0,0.0,0.0,107,3,999,0,1.4,,52281.0
59,,0.0,0.0,483,2,999,0,1.4,4962.0,52281.0
28,0.0,0.0,0.0,289,1,999,0,1.4,4962.0,52281.0
28,0.0,0.0,0.0,262,1,999,0,1.4,4962.0,52281.0
32,0.0,0.0,0.0,52,5,999,0,1.4,4962.0,52281.0
26,0.0,0.0,0.0,517,2,999,0,1.4,,52281.0
28,0.0,1.0,0.0,71,1,999,0,1.4,4962.0,52281.0
28,0.0,0.0,0.0,554,1,999,0,1.4,4962.0,52281.0
28,0.0,0.0,0.0,96,1,999,0,1.4,,52281.0
28,0.0,1.0,0.0,59,1,999,0,1.4,4962.0,52281.0
44,0.0,1.0,0.0,228,2,999,0,1.4,4962.0,52281.0
31,0.0,1.0,0.0,242,2,999,0,1.4,4962.0,52281.0
57,,1.0,0.0,150,2,999,0,1.4,4962.0,52281.0
33,0.0,1.0,0.0,154,3,999,0,1.4,4962.0,52281.0
43,0.0,1.0,0.0,658,2,999,0,1.4,,52281.0
34,0.0,0.0,0.0,117,3,999,0,1.4,,52281.0
47,,1.0,0.0,362,2,999,0,1.4,4962.0,52281.0
28,0.0,1.0,0.0,124,1,999,0,1.4,4962.0,52281.0
38,0.0,1.0,0.0,145,12,999,0,1.4,4962.0,52281.0
27,0.0,1.0,0.0,1061,4,999,0,1.4,4962.0,52281.0
37,0.0,,,268,2,999,0,1.4,,52281.0
38,0.0,1.0,0.0,237,3,999,0,1.4,,52281.0
28,0.0,0.0,1.0,378,1,999,0,1.4,4962.0,52281.0
28,0.0,0.0,0.0,171,1,999,0,1.4,4962.0,52281.0
28,0.0,1.0,0.0,286,1,999,0,1.4,4962.0,52281.0
26,,,,392,2,999,0,1.4,4962.0,52281.0
36,0.0,1.0,0.0,218,3,999,0,1.4,4962.0,52281.0
31,0.0,0.0,0.0,21,35,999,0,1.4,4962.0,52281.0
33,0.0,0.0,0.0,116,2,999,0,1.4,4962.0,52281.0
52,,1.0,1.0,201,9,999,0,1.4,4962.0,52281.0
30,0.0,1.0,0.0,1344,3,999,0,1.4,4962.0,52281.0
27,0.0,1.0,1.0,520,3,999,0,1.4,4962.0,52281.0
28,,1.0,0.0,137,3,999,0,1.4,4962.0,52281.0
28,0.0,0.0,0.0,82,4,999,0,1.4,4962.0,52281.0
26,0.0,1.0,1.0,687,2,999,0,1.4,4962.0,52281.0
30,0.0,1.0,1.0,212,2,999,0,1.4,,52281.0
48,0.0,1.0,0.0,243,5,999,0,1.4,4962.0,52281.0
25,0.0,,,160,2,999,0,1.4,4962.0,52281.0
32,0.0,1.0,0.0,49,7,999,0,1.4,4962.0,52281.0
29,0.0,0.0,1.0,65,3,999,0,1.4,,52281.0
28,0.0,1.0,0.0,376,1,999,0,1.4,4962.0,52281.0
28,0.0,1.0,0.0,476,2,999,0,1.4,4962.0,52281.0
45,,1.0,1.0,379,3,999,0,1.4,4962.0,52281.0
43,,0.0,0.0,141,4,999,0,1.4,4962.0,52281.0
49,0.0,1.0,0.0,155,2,999,0,1.4,4962.0,52281.0
33,0.0,1.0,0.0,90,2,999,0,1.4,4962.0,52281.0
30,0.0,0.0,0.0,17,4,999,0,1.4,4962.0,52281.0
31,0.0,0.0,0.0,140,3,999,0,1.4,4962.0,52281.0
43,0.0,0.0,0.0,187,2,999,0,1.4,4962.0,52281.0
30,0.0,0.0,0.0,136,2,999,0,1.4,4962.0,52281.0
38,0.0,0.0,0.0,416,4,999,0,1.4,,52281.0
34,0.0,1.0,0.0,389,7,999,0,1.4,4962.0,52281.0
38,,0.0,0.0,283,2,999,0,1.4,,52281.0
55,,1.0,0.0,554,3,999,0,1.4,4962.0,52281.0
33,,1.0,0.0,17,11,999,0,1.4,4962.0,52281.0
48,0.0,1.0,0.0,22,3,999,0,1.4,,52281.0
34,0.0,1.0,0.0,38,2,999,0,1.4,4962.0,52281.0
42,,0.0,0.0,109,2,999,0,1.4,4962.0,52281.0
35,0.0,0.0,0.0,480,2,999,0,1.4,4962.0,52281.0
43,0.0,1.0,0.0,141,2,999,0,1.4,4962.0,52281.0
27,0.0,1.0,0.0,212,2,999,0,1.4,4962.0,52281.0
28,0.0,1.0,0.0,249,2,999,0,1.4,,52281.0
34,,1.0,0.0,227,2,999,0,1.4,,52281.0
40,0.0,1.0,0.0,256,2,999,0,1.4,4962.0,52281.0
23,0.0,1.0,0.0,141,3,999,0,1.4,,52281.0
28,0.0,1.0,1.0,153,1,999,0,1.4,4962.0,52281.0
34,0.0,0.0,0.0,120,3,999,0,1.4,,52281.0
28,0.0,1.0,0.0,333,1,999,0,1.4,4962.0,52281.0
27,0.0,1.0,0.0,279,3,999,0,1.4,4962.0,52281.0
30,0.0,1.0,1.0,241,3,999,0,1.4,4962.0,52281.0
28,0.0,0.0,0.0,103,1,999,0,1.4,4962.0,52281.0
28,0.0,1.0,0.0,861,3,999,0,1.4,4962.0,52281.0
24,0.0,1.0,0.0,114,3,999,0,1.4,,52281.0
24,,0.0,0.0,284,1,999,0,1.4,4962.0,52281.0
33,0.0,0.0,1.0,127,3,999,0,1.4,4962.0,52281.0
48,0.0,1.0,0.0,136,3,999,0,1.4,4962.0,52281.0
38,,1.0,0.0,250,2,999,0,1.4,4962.0,52281.0
26,0.0,0.0,0.0,529,5,999,0,1.4,4962.0,52281.0
50,,1.0,0.0,244,3,999,0,1.4,4962.0,52281.0
24,,0.0,0.0,199,1,999,0,1.4,4962.0,52281.0
25,0.0,0.0,0.0,104,3,999,0,1.4,4962.0,52281.0
35,0.0,0.0,0.0,191,1,999,0,1.4,4962.0,52281.0
54,0.0,1.0,0.0,369,3,999,0,1.4,,52281.0
35,0.0,0.0,0.0,161,1,999,0,1.4,,52281.0
38,0.0,0.0,0.0,89,1,999,0,1.4,4962.0,52281.0
42,0.0,1.0,0.0,195,6,999,0,1.4,4962.0,52281.0
56,0.0,1.0,0.0,214,4,999,0,1.4,,52281.0
24,,0.0,0.0,1111,1,999,0,1.4,4962.0,52281.0
55,0.0,0.0,0.0,71,1,999,0,1.4,4962.0,52281.0
33,0.0,1.0,0.0,183,5,999,0,1.4,4962.0,52281.0
32,,1.0,0.0,258,1,999,0,1.4,4962.0,52281.0
31,0.0,0.0,0.0,173,1,999,0,1.4,,52281.0
25,0.0,0.0,0.0,329,4,999,0,1.4,4962.0,52281.0
